Jerry,Zurcher,77 Massillon Rd #822,Satellite Beach,FL,32937,321-518-5938,jzurcher@zurcher.org
Haydee,Denooyer,25346 New Rd,New York,NY,10016,212-792-8658,hdenooyer@denooyer.org
Joseph,Cryer,60 Fillmore Ave,Huntington Beach,CA,92647,714-584-2237,joseph_cryer@cox.net
Deonna,Kippley,57 Haven Ave #90,Southfield,MI,48075,248-913-4677,deonna_kippley@hotmail.com
Raymon,Calvaresi,6538 E Pomona St #60,Indianapolis,IN,46222,317-825-4724,raymon.calvaresi@gmail.com
Alecia,Bubash,6535 Joyce St,Wichita Falls,TX,76301,940-276-7922,alecia@aol.com
Ma,Layous,78112 Morris Ave,North Haven,CT,6473,203-721-3388,mlayous@hotmail.com
Detra,Coyier,96950 Hidden Ln,Aberdeen,MD,21001,410-739-9277,detra@aol.com
Terrilyn,Rodeigues,3718 S Main St,New Orleans,LA,70130,504-463-4384,terrilyn.rodeigues@cox.net
Salome,Lacovara,9677 Commerce Dr,Richmond,VA,23219,804-550-5097,slacovara@gmail.com
Garry,Keetch,5 Green Pond Rd #4,Southampton,PA,18966,215-979-8776,garry_keetch@hotmail.com
Matthew,Neither,636 Commerce Dr #42,Shakopee,MN,55379,952-651-7597,mneither@yahoo.com
Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,FL,33136,305-936-8226,theodora.restrepo@restrepo.com
Noah,Kalafatis,1950 5th Ave,Milwaukee,WI,53209,414-263-5287,noah.kalafatis@aol.com
Carmen,Sweigard,61304 N French Rd,Somerset,NJ,8873,732-941-2621,csweigard@sweigard.com
Lavonda,Hengel,87 Imperial Ct #79,Fargo,ND,58102,701-898-2154,lavonda@cox.net
Junita,Stoltzman,94 W Dodge Rd,Carson City,NV,89701,775-638-9963,junita@aol.com
Herminia,Nicolozakes,4 58th St #3519,Scottsdale,AZ,85254,602-954-5141,herminia@nicolozakes.org
Casie,Good,5221 Bear Valley Rd,Nashville,TN,37211,615-390-2251,casie.good@aol.com
Reena,Maisto,9648 S Main,Salisbury,MD,21801,410-351-1863,reena@hotmail.com
Mirta,Mallett,7 S San Marcos Rd,New York,NY,10004,212-870-1286,mirta_mallett@gmail.com
Cathrine,Pontoriero,812 S Haven St,Amarillo,TX,79109,806-703-1435,cathrine.pontoriero@pontoriero.com
Filiberto,Tawil,3882 W Congress St #799,Los Angeles,CA,90016,323-765-2528,ftawil@hotmail.com
Raul,Upthegrove,4 E Colonial Dr,La Mesa,CA,91942,619-509-5282,rupthegrove@yahoo.com
Sarah,Candlish,45 2nd Ave #9759,Atlanta,GA,30328,770-732-1194,sarah.candlish@gmail.com
Lucy,Treston,57254 Brickell Ave #372,Worcester,MA,01602,508-769-5250,lucy@cox.net
Judy,Aquas,8977 Connecticut Ave Nw #3,Niles,MI,49120,269-756-7222,jaquas@aquas.com
Yvonne,Tjepkema,9 Waydell St,Fairfield,NJ,7004,973-714-1721,yvonne.tjepkema@hotmail.com
Kayleigh,Lace,43 Huey P Long Ave,Lafayette,LA,70508,337-740-9323,kayleigh.lace@yahoo.com
Felix,Hirpara,7563 Cornwall Rd #4462,Denver,PA,17517,717-491-5643,felix_hirpara@cox.net
Tresa,Sweely,22 Bridle Ln,Valley Park,MO,63088,314-359-9566,tresa_sweely@hotmail.com
Kristeen,Turinetti,70099 E North Ave,Arlington,TX,76013,817-213-8851,kristeen@gmail.com
Jenelle,Regusters,3211 E Northeast Loop,Tampa,FL,33619,813-932-8715,jregusters@regusters.com
Renea,Monterrubio,26 Montgomery St,Atlanta,GA,30328,770-679-4752,renea@hotmail.com
Olive,Matuszak,13252 Lighthouse Ave,Cathedral City,CA,92234,760-938-6069,olive@aol.com
Ligia,Reiber,206 Main St #2804,Lansing,MI,48933,517-906-1108,lreiber@cox.net
Christiane,Eschberger,96541 W Central Blvd,Phoenix,AZ,85034,602-390-4944,christiane.eschberger@yahoo.com
Goldie,Schirpke,34 Saint George Ave #2,Bangor,ME,04401,207-295-7569,goldie.schirpke@yahoo.com
Loreta,Timenez,47857 Coney Island Ave,Clinton,MD,20735,301-696-6420,loreta.timenez@hotmail.com
Fabiola,Hauenstein,8573 Lincoln Blvd,York,PA,17404,717-809-3119,fabiola.hauenstein@hauenstein.org
Amie,Perigo,596 Santa Maria Ave #7913,Mesquite,TX,75150,972-419-7946,amie.perigo@yahoo.com
Raina,Brachle,3829 Ventura Blvd,Butte,MT,59701,406-318-1515,raina.brachle@brachle.org
Erinn,Canlas,13 S Hacienda Dr,Livingston,NJ,7039,973-767-3008,erinn.canlas@canlas.com
Cherry,Lietz,40 9th Ave Sw #91,Waterford,MI,48329,248-980-6904,cherry@lietz.com
Kattie,Vonasek,2845 Boulder Crescent St,Cleveland,OH,44103,216-923-3715,kattie@vonasek.org
Lilli,Scriven,33 State St,Abilene,TX,79601,325-631-1560,lilli@aol.com
Whitley,Tomasulo,2 S 15th St,Fort Worth,TX,76107,817-526-4408,whitley.tomasulo@aol.com
Barbra,Adkin,4 Kohler Memorial Dr,Brooklyn,NY,11230,718-201-3751,badkin@hotmail.com
Hermila,Thyberg,1 Rancho Del Mar Shopping C,Providence,RI,2903,401-893-4882,hermila_thyberg@hotmail.com
Jesusita,Flister,3943 N Highland Ave,Lancaster,PA,17601,717-885-9118,jesusita.flister@hotmail.com
Caitlin,Julia,5 Williams St,Johnston,RI,2919,401-948-4982,caitlin.julia@julia.org
Roosevelt,Hoffis,60 Old Dover Rd,Hialeah,FL,33014,305-622-4739,roosevelt.hoffis@aol.com
Helaine,Halter,8 Sheridan Rd,Jersey City,NJ,7304,201-832-4168,hhalter@yahoo.com
Lorean,Martabano,85092 Southern Blvd,San Antonio,TX,78204,210-856-4979,lorean.martabano@hotmail.com
France,Buzick,64 Newman Springs Rd E,Brooklyn,NY,11219,718-478-8504,france.buzick@yahoo.com
Justine,Ferrario,48 Stratford Ave,Pomona,CA,91768,909-993-3242,jferrario@hotmail.com
Adelina,Nabours,80 Pittsford Victor Rd #9,Cleveland,OH,44103,216-230-4892,adelina_nabours@gmail.com
Derick,Dhamer,87163 N Main Ave,New York,NY,10013,212-304-4515,ddhamer@cox.net
Jerry,Dallen,393 Lafayette Ave,Richmond,VA,23219,804-762-9576,jerry.dallen@yahoo.com
Leota,Ragel,99 5th Ave #33,Trion,GA,30753,706-221-4243,leota.ragel@gmail.com
Jutta,Amyot,49 N Mays St,Broussard,LA,70518,337-515-1438,jamyot@hotmail.com
Aja,Gehrett,993 Washington Ave,Nutley,NJ,7110,973-544-2677,aja_gehrett@hotmail.com
Kirk,Herritt,88 15th Ave Ne,Vestal,NY,13850,607-407-3716,kirk.herritt@aol.com
Leonora,Mauson,3381 E 40th Ave,Passaic,NJ,7055,973-412-2995,leonora@yahoo.com
Winfred,Brucato,201 Ridgewood Rd,Moscow,ID,83843,208-252-4552,winfred_brucato@hotmail.com
Tarra,Nachor,39 Moccasin Dr,San Francisco,CA,94104,415-411-1775,tarra.nachor@cox.net
Corinne,Loder,4 Carroll St,North Attleboro,MA,02760,508-942-4186,corinne@loder.org
Dulce,Labreche,9581 E Arapahoe Rd,Rochester,MI,48307,248-357-8718,dulce_labreche@yahoo.com
Kate,Keneipp,33 N Michigan Ave,Green Bay,WI,54301,920-353-6377,kate_keneipp@yahoo.com
Kaitlyn,Ogg,2 S Biscayne Blvd,Baltimore,MD,21230,410-665-4903,kaitlyn.ogg@gmail.com
Sherita,Saras,8 Us Highway 22,Colorado Springs,CO,80937,719-669-1664,sherita.saras@cox.net
Lashawnda,Stuer,7422 Martin Ave #8,Toledo,OH,43607,419-588-8719,lstuer@cox.net
Ernest,Syrop,94 Chase Rd,Hyattsville,MD,20785,301-998-9644,ernest@cox.net
Nobuko,Halsey,8139 I Hwy 10 #92,New Bedford,MA,02745,508-855-9887,nobuko.halsey@yahoo.com
Lavonna,Wolny,5 Cabot Rd,Mc Lean,VA,22102,703-483-1970,lavonna.wolny@hotmail.com
Lashaunda,Lizama,3387 Ryan Dr,Hanover,MD,21076,410-678-2473,llizama@cox.net
Mariann,Bilden,3125 Packer Ave #9851,Austin,TX,78753,512-223-4791,mariann.bilden@aol.com
Helene,Rodenberger,347 Chestnut St,Peoria,AZ,85381,623-461-8551,helene@aol.com
Roselle,Estell,8116 Mount Vernon Ave,Bucyrus,OH,44820,419-571-5920,roselle.estell@hotmail.com
Samira,Heintzman,8772 Old County Rd #5410,Kent,WA,98032,206-311-4137,sheintzman@hotmail.com
Margart,Meisel,868 State St #38,Cincinnati,OH,45251,513-617-2362,margart_meisel@yahoo.com
Kristofer,Bennick,772 W River Dr,Bloomington,IN,47404,812-368-1511,kristofer.bennick@yahoo.com
Weldon,Acuff,73 W Barstow Ave,Arlington Heights,IL,60004,847-353-2156,wacuff@gmail.com
Shalon,Shadrick,61047 Mayfield Ave,Brooklyn,NY,11223,718-232-2337,shalon@cox.net
Denise,Patak,2139 Santa Rosa Ave,Orlando,FL,32801,407-446-4358,denise@patak.org
Louvenia,Beech,598 43rd St,Beverly Hills,CA,90210,310-820-2117,louvenia.beech@beech.com
Audry,Yaw,70295 Pioneer Ct,Brandon,FL,33511,813-797-4816,audry.yaw@yaw.org
Kristel,Ehmann,92899 Kalakaua Ave,El Paso,TX,79925,915-452-1290,kristel.ehmann@aol.com
Vincenza,Zepp,395 S 6th St #2,El Cajon,CA,92020,619-603-5125,vzepp@gmail.com
Elouise,Gwalthney,9506 Edgemore Ave,Bladensburg,MD,20710,301-841-5012,egwalthney@yahoo.com
Venita,Maillard,72119 S Walker Ave #63,Anaheim,CA,92801,714-523-6653,venita_maillard@gmail.com
Kasandra,Semidey,369 Latham St #500,Saint Louis,MO,63102,314-732-9131,kasandra_semidey@semidey.com
Xochitl,Discipio,3158 Runamuck Pl,Round Rock,TX,78664,512-233-1831,xdiscipio@gmail.com
Maile,Linahan,9 Plainsboro Rd #598,Greensboro,NC,27409,336-670-2640,mlinahan@yahoo.com
Krissy,Rauser,8728 S Broad St,Coram,NY,11727,631-443-4710,krauser@cox.net
Pete,Dubaldi,2215 Prosperity Dr,Lyndhurst,NJ,7071,201-825-2514,pdubaldi@hotmail.com
Linn,Paa,1 S Pine St,Memphis,TN,38112,901-412-4381,linn_paa@paa.com
Paris,Wide,187 Market St,Atlanta,GA,30342,404-505-4445,paris@hotmail.com
Wynell,Dorshorst,94290 S Buchanan St,Pacifica,CA,94044,650-473-1262,wynell_dorshorst@dorshorst.org
Quentin,Birkner,7061 N 2nd St,Burnsville,MN,55337,952-702-7993,qbirkner@aol.com
Regenia,Kannady,10759 Main St,Scottsdale,AZ,85260,480-726-1280,regenia.kannady@cox.net
Sheron,Louissant,97 E 3rd St #9,Long Island City,NY,11101,718-976-8610,sheron@aol.com
Izetta,Funnell,82 Winsor St #54,Atlanta,GA,30340,770-844-3447,izetta.funnell@hotmail.com
Rodolfo,Butzen,41 Steel Ct,Northfield,MN,55057,507-210-3510,rodolfo@hotmail.com
Zona,Colla,49440 Dearborn St,Norwalk,CT,6854,203-461-1949,zona@hotmail.com
Serina,Zagen,7 S Beverly Dr,Fort Wayne,IN,46802,260-273-3725,szagen@aol.com
Paz,Sahagun,919 Wall Blvd,Meridian,MS,39307,601-927-8287,paz_sahagun@cox.net
Markus,Lukasik,89 20th St E #779,Sterling Heights,MI,48310,586-970-7380,markus@yahoo.com
Jaclyn,Bachman,721 Interstate 45 S,Colorado Springs,CO,80919,719-853-3600,jaclyn@aol.com
Cyril,Daufeldt,3 Lawton St,New York,NY,10013,212-745-8484,cyril_daufeldt@daufeldt.com
Gayla,Schnitzler,38 Pleasant Hill Rd,Hayward,CA,94545,510-686-3407,gschnitzler@gmail.com
Erick,Nievas,45 E Acacia Ct,Chicago,IL,60624,773-704-9903,erick_nievas@aol.com
Jennie,Drymon,63728 Poway Rd #1,Scranton,PA,18509,570-218-4831,jennie@cox.net
Mitsue,Scipione,77 222 Dr,Oroville,CA,95965,530-986-9272,mscipione@scipione.com
Ciara,Ventura,53 W Carey St,Port Jervis,NY,12771,845-823-8877,cventura@yahoo.com
Galen,Cantres,617 Nw 36th Ave,Brook Park,OH,44142,216-600-6111,galen@yahoo.com
Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,NJ,7003,973-852-2736,tfeichtner@yahoo.com
Gail,Kitty,735 Crawford Dr,Anchorage,AK,99501,907-435-9166,gail@kitty.com
Dalene,Schoeneck,910 Rahway Ave,Philadelphia,PA,19102,215-268-1275,dalene@schoeneck.org
Gertude,Witten,7 Tarrytown Rd,Cincinnati,OH,45217,513-977-7043,gertude.witten@gmail.com
Lizbeth,Kohl,35433 Blake St #588,Gardena,CA,90248,310-699-1222,lizbeth@yahoo.com
Glenn,Berray,29 Cherry St #7073,Des Moines,IA,50315,515-370-7348,gberray@gmail.com
Lashandra,Klang,810 N La Brea Ave,King of Prussia,PA,19406,610-809-1818,lashandra@yahoo.com
Lenna,Newville,987 Main St,Raleigh,NC,27601,919-623-2524,lnewville@newville.com
Laurel,Pagliuca,36 Enterprise St Se,Richland,WA,99352,509-695-5199,laurel@yahoo.com
Mireya,Frerking,8429 Miller Rd,Pelham,NY,10803,914-868-5965,mireya.frerking@hotmail.com
Annelle,Tagala,5 W 7th St,Parkville,MD,21234,410-757-1035,annelle@yahoo.com
Dean,Ketelsen,2 Flynn Rd,Hicksville,NY,11801,516-847-4418,dean_ketelsen@gmail.com
Levi,Munis,2094 Ne 36th Ave,Worcester,MA,01603,508-456-4907,levi.munis@gmail.com
Sylvie,Ryser,649 Tulane Ave,Tulsa,OK,74105,918-644-9555,sylvie@aol.com
Sharee,Maile,2094 Montour Blvd,Muskegon,MI,49442,231-467-9978,sharee_maile@aol.com
Cordelia,Storment,393 Hammond Dr,Lafayette,LA,70506,337-566-6001,cordelia_storment@aol.com
Mollie,Mcdoniel,8590 Lake Lizzie Dr,Bowling Green,OH,43402,419-975-3182,mollie_mcdoniel@yahoo.com
Brett,Mccullan,87895 Concord Rd,La Mesa,CA,91942,619-461-9984,brett.mccullan@mccullan.com
Teddy,Pedrozo,46314 Route 130,Bridgeport,CT,6610,203-892-3863,teddy_pedrozo@aol.com
Tasia,Andreason,4 Cowesett Ave,Kearny,NJ,7032,201-920-9002,tasia_andreason@yahoo.com
Hubert,Walthall,95 Main Ave #2,Barberton,OH,44203,330-903-1345,hubert@walthall.org
Arthur,Farrow,28 S 7th St #2824,Englewood,NJ,7631,201-238-5688,arthur.farrow@yahoo.com
Vilma,Berlanga,79 S Howell Ave,Grand Rapids,MI,49546,616-737-3085,vberlanga@berlanga.com
Billye,Miro,36 Lancaster Dr Se,Pearl,MS,39208,601-567-5386,billye_miro@cox.net
Glenna,Slayton,2759 Livingston Ave,Memphis,TN,38118,901-640-9178,glenna_slayton@cox.net
Mitzie,Hudnall,17 Jersey Ave,Englewood,CO,80110,303-402-1940,mitzie_hudnall@yahoo.com
Bernardine,Rodefer,2 W Grand Ave,Memphis,TN,38112,901-901-4726,bernardine_rodefer@yahoo.com
Staci,Schmaltz,18 Coronado Ave #563,Pasadena,CA,91106,626-866-2339,staci_schmaltz@aol.com
Nichelle,Meteer,72 Beechwood Ter,Chicago,IL,60657,773-225-9985,nichelle_meteer@meteer.com
Janine,Rhoden,92 Broadway,Astoria,NY,11103,718-228-5894,jrhoden@yahoo.com
Ettie,Hoopengardner,39 Franklin Ave,Richland,WA,99352,509-755-5393,ettie.hoopengardner@hotmail.com
Eden,Jayson,4 Iwaena St,Baltimore,MD,21202,410-890-7866,eden_jayson@yahoo.com
Lynelle,Auber,32820 Corkwood Rd,Newark,NJ,7104,973-860-8610,lynelle_auber@gmail.com
Merissa,Tomblin,34 Raritan Center Pky,Bellflower,CA,90706,562-579-6900,merissa.tomblin@gmail.com
Golda,Kaniecki,6201 S Nevada Ave,Toms River,NJ,8755,732-628-9909,golda_kaniecki@yahoo.com
Catarina,Gleich,78 Maryland Dr #146,Denville,NJ,7834,973-210-3994,catarina_gleich@hotmail.com
Virgie,Kiel,76598 Rd  I 95 #1,Denver,CO,80216,303-776-7548,vkiel@hotmail.com
Jolene,Ostolaza,1610 14th St Nw,Newport News,VA,23608,757-682-7116,jolene@yahoo.com
Keneth,Borgman,86350 Roszel Rd,Phoenix,AZ,85012,602-919-4211,keneth@yahoo.com
Rikki,Nayar,1644 Clove Rd,Miami,FL,33155,305-968-9487,rikki@nayar.com
Elke,Sengbusch,9 W Central Ave,Phoenix,AZ,85013,602-896-2993,elke_sengbusch@yahoo.com
Hoa,Sarao,27846 Lafayette Ave,Oak Hill,FL,32759,386-526-7800,hoa@sarao.org
Trinidad,Mcrae,10276 Brooks St,San Francisco,CA,94105,415-331-9634,trinidad_mcrae@yahoo.com
Mari,Lueckenbach,1 Century Park E,San Diego,CA,92110,858-793-9684,mari_lueckenbach@yahoo.com
Selma,Husser,9 State Highway 57 #22,Jersey City,NJ,7306,201-991-8369,selma.husser@cox.net
Antione,Onofrio,4 S Washington Ave,San Bernardino,CA,92410,909-430-7765,aonofrio@onofrio.com
Luisa,Jurney,25 Se 176th Pl,Cambridge,MA,02138,617-365-2134,ljurney@hotmail.com
Clorinda,Heimann,105 Richmond Valley Rd,Escondido,CA,92025,760-291-5497,clorinda.heimann@hotmail.com
Dick,Wenzinger,22 Spruce St #595,Gardena,CA,90248,310-510-9713,dick@yahoo.com
Ahmed,Angalich,2 W Beverly Blvd,Harrisburg,PA,17110,717-528-8996,ahmed.angalich@angalich.com
Iluminada,Ohms,72 Southern Blvd,Mesa,AZ,85204,480-293-2882,iluminada.ohms@yahoo.com
Joanna,Leinenbach,1 Washington St,Lake Worth,FL,33461,561-470-4574,joanna_leinenbach@hotmail.com
Caprice,Suell,90177 N 55th Ave,Nashville,TN,37211,615-246-1824,caprice@aol.com
Stephane,Myricks,9 Tower Ave,Burlington,KY,41005,859-717-7638,stephane_myricks@cox.net
Quentin,Swayze,278 Bayview Ave,Milan,MI,48160,734-561-6170,quentin_swayze@yahoo.com
Annmarie,Castros,80312 W 32nd St,Conroe,TX,77301,936-751-7961,annmarie_castros@gmail.com
Shonda,Greenbush,82 Us Highway 46,Clifton,NJ,7011,973-482-2430,shonda_greenbush@cox.net
Cecil,Lapage,4 Stovall St #72,Union City,NJ,7087,201-693-3967,clapage@lapage.com
Jeanice,Claucherty,19 Amboy Ave,Miami,FL,33142,305-988-4162,jeanice.claucherty@yahoo.com
Josphine,Villanueva,63 Smith Ln #8343,Moss,TN,38575,931-553-9774,josphine_villanueva@villanueva.com
Daniel,Perruzza,11360 S Halsted St,Santa Ana,CA,92705,714-771-3880,dperruzza@perruzza.com
Cassi,Wildfong,26849 Jefferson Hwy,Rolling Meadows,IL,60008,847-633-3216,cassi.wildfong@aol.com
Britt,Galam,2500 Pringle Rd Se #508,Hatfield,PA,19440,215-888-3304,britt@galam.org
Adell,Lipkin,65 Mountain View Dr,Whippany,NJ,7981,973-654-1561,adell.lipkin@lipkin.com
Jacqueline,Rowling,1 N San Saba,Erie,PA,16501,814-865-8113,jacqueline.rowling@yahoo.com
Lonny,Weglarz,51120 State Route 18,Salt Lake City,UT,84115,801-293-9853,lonny_weglarz@gmail.com
Lonna,Diestel,1482 College Ave,Fayetteville,NC,28301,910-922-3672,lonna_diestel@gmail.com
Cristal,Samara,4119 Metropolitan Dr,Los Angeles,CA,90021,213-975-8026,cristal@cox.net
Kenneth,Grenet,2167 Sierra Rd,East Lansing,MI,48823,517-499-2322,kenneth.grenet@grenet.org
Elli,Mclaird,6 Sunrise Ave,Utica,NY,13501,315-818-2638,emclaird@mclaird.com
Alline,Jeanty,55713 Lake City Hwy,South Bend,IN,46601,574-656-2800,ajeanty@gmail.com
Sharika,Eanes,75698 N Fiesta Blvd,Orlando,FL,32806,407-312-1691,sharika.eanes@aol.com
Nu,Mcnease,88 Sw 28th Ter,Harrison,NJ,7029,973-751-9003,nu@gmail.com
Daniela,Comnick,7 Flowers Rd #403,Trenton,NJ,8611,609-200-8577,dcomnick@cox.net
Cecilia,Colaizzo,4 Nw 12th St #3849,Madison,WI,53717,608-382-4541,cecilia_colaizzo@colaizzo.com
Leslie,Threets,2 A Kelley Dr,Katonah,NY,10536,914-861-9748,leslie@cox.net
Nan,Koppinger,88827 Frankford Ave,Greensboro,NC,27401,336-370-5333,nan@koppinger.com
Izetta,Dewar,2 W Scyene Rd #3,Baltimore,MD,21217,410-473-1708,idewar@dewar.com
Tegan,Arceo,62260 Park Stre,Monroe Township,NJ,8831,732-730-2692,tegan.arceo@arceo.org
Ruthann,Keener,3424 29th St Se,Kerrville,TX,78028,830-258-2769,ruthann@hotmail.com
Joni,Breland,35 E Main St #43,Elk Grove Village,IL,60007,847-519-5906,joni_breland@cox.net
Vi,Rentfro,7163 W Clark Rd,Freehold,NJ,7728,732-605-4781,vrentfro@cox.net
Colette,Kardas,21575 S Apple Creek Rd,Omaha,NE,68124,402-896-5943,colette.kardas@yahoo.com
Malcolm,Tromblay,747 Leonis Blvd,Annandale,VA,22003,703-221-5602,malcolm_tromblay@cox.net
Ryan,Harnos,13 Gunnison St,Plano,TX,75075,972-558-1665,ryan@cox.net
Jess,Chaffins,18 3rd Ave,New York,NY,10016,212-510-4633,jess.chaffins@chaffins.org
Sharen,Bourbon,62 W Austin St,Syosset,NY,11791,516-816-1541,sbourbon@yahoo.com
Nickolas,Juvera,177 S Rider Trl #52,Crystal River,FL,34429,352-598-8301,nickolas_juvera@cox.net
Gary,Nunlee,2 W Mount Royal Ave,Fortville,IN,46040,317-542-6023,gary_nunlee@nunlee.org
Diane,Devreese,1953 Telegraph Rd,Saint Joseph,MO,64504,816-557-9673,diane@cox.net
Roslyn,Chavous,63517 Dupont St,Jackson,MS,39211,601-234-9632,roslyn.chavous@chavous.org
Glory,Schieler,5 E Truman Rd,Abilene,TX,79602,325-869-2649,glory@yahoo.com
Rasheeda,Sayaphon,251 Park Ave #979,Saratoga,CA,95070,408-805-4309,rasheeda@aol.com
Alpha,Palaia,43496 Commercial Dr #29,Cherry Hill,NJ,8003,856-312-2629,alpha@yahoo.com
Refugia,Jacobos,2184 Worth St,Hayward,CA,94545,510-974-8671,refugia.jacobos@jacobos.com
Shawnda,Yori,50126 N Plankinton Ave,Longwood,FL,32750,407-538-5106,shawnda.yori@yahoo.com
Mona,Delasancha,38773 Gravois Ave,Cheyenne,WY,82001,307-403-1488,mdelasancha@hotmail.com
Gilma,Liukko,16452 Greenwich St,Garden City,NY,11530,516-393-9967,gilma_liukko@gmail.com
Janey,Gabisi,40 Cambridge Ave,Madison,WI,53715,608-967-7194,jgabisi@hotmail.com
Lili,Paskin,20113 4th Ave E,Kearny,NJ,7032,201-431-2989,lili.paskin@cox.net
Loren,Asar,6 Ridgewood Center Dr,Old Forge,PA,18518,570-648-3035,loren.asar@aol.com
Dorothy,Chesterfield,469 Outwater Ln,San Diego,CA,92126,858-617-7834,dorothy@cox.net
Gail,Similton,62 Monroe St,Thousand Palms,CA,92276,760-616-5388,gail_similton@similton.com
Catalina,Tillotson,3338 A Lockport Pl #6,Margate City,NJ,8402,609-373-3332,catalina@hotmail.com
Lawrence,Lorens,9 Hwy,Providence,RI,2906,401-465-6432,lawrence.lorens@hotmail.com
Carlee,Boulter,8284 Hart St,Abilene,KS,67410,785-347-1805,carlee.boulter@hotmail.com
Thaddeus,Ankeny,5 Washington St #1,Roseville,CA,95678,916-920-3571,tankeny@ankeny.org
Jovita,Oles,8 S Haven St,Daytona Beach,FL,32114,386-248-4118,joles@gmail.com
Alesia,Hixenbaugh,9 Front St,Washington,DC,20001,202-646-7516,alesia_hixenbaugh@hixenbaugh.org
Lai,Harabedian,1933 Packer Ave #2,Novato,CA,94945,415-423-3294,lai@gmail.com
Brittni,Gillaspie,67 Rv Cent,Boise,ID,83709,208-709-1235,bgillaspie@gillaspie.com
Raylene,Kampa,2 Sw Nyberg Rd,Elkhart,IN,46514,574-499-1454,rkampa@kampa.org
Flo,Bookamer,89992 E 15th St,Alliance,NE,69301,308-726-2182,flo.bookamer@cox.net
Jani,Biddy,61556 W 20th Ave,Seattle,WA,98104,206-711-6498,jbiddy@yahoo.com
Chauncey,Motley,63 E Aurora Dr,Orlando,FL,32804,407-413-4842,chauncey_motley@aol.com
